region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,pressure
Grand Est,2020-04-15,20.5,13.5,10.5,66.0,10.0,25.0,143
Grand Est,2020-04-16,22.5,16.0,7.5,70.0,9.8125,32.0,50
Grand Est,2020-04-17,20.0,16.0,9.5,79.5,9.4375,73.0,104
Grand Est,2020-04-18,19.5,15.0,21.0,79.0,9.9375,21.5,49
Grand Est,2020-04-19,16.5,12.0,28.0,65.5,10.0,11.5,95
Grand Est,2020-04-20,18.0,12.0,27.5,60.5,10.0,8.0,88
Grand Est,2020-04-21,19.0,12.5,21.5,59.0,10.0,1.5,59
Grand Est,2020-04-22,21.0,14.5,11.5,67.0,10.0,0.5,144
Grand Est,2020-04-23,21.0,16.0,14.5,65.0,10.0,17.5,83
Grand Est,2020-04-24,18.5,14.0,11.5,65.5,10.0,12.0,20
Grand Est,2020-04-25,19.0,13.0,7.5,59.0,10.0,6.5,41
Grand Est,2020-04-26,20.5,15.0,7.5,66.0,10.0,13.5,1
Grand Est,2020-04-27,15.5,13.5,18.0,85.0,8.0,87.5,130
Grand Est,2020-04-28,14.5,11.5,18.5,77.5,9.625,78.0,82
Grand Est,2020-04-29,12.5,8.5,20.0,88.5,8.25,90.5,18
Hauts-de-France,2020-03-31,10.0,3.5,12.5,75.5,10.0,2.0,93
Hauts-de-France,2020-04-01,10.0,5.5,16.5,87.5,10.0,57.5,15
Hauts-de-France,2020-04-02,11.0,6.5,12.0,79.5,9.375,75.0,198
Hauts-de-France,2020-04-03,14.0,8.0,13.5,79.5,10.0,32.5,17
Hauts-de-France,2020-04-04,18.0,9.0,21.5,79.0,10.0,0.5,22
Hauts-de-France,2020-04-05,14.5,10.5,22.5,81.0,10.0,39.0,82
Hauts-de-France,2020-04-06,18.0,11.0,14.0,85.5,9.875,28.0,175
Hauts-de-France,2020-04-07,21.5,15.0,7.0,72.0,9.875,29.0,163
Hauts-de-France,2020-04-08,22.0,15.0,11.0,70.5,10.0,15.5,25
Hauts-de-France,2020-04-09,21.5,14.5,15.0,74.5,10.0,12.0,26
Hauts-de-France,2020-04-10,22.0,14.5,6.0,70.5,10.0,15.5,150
Hauts-de-France,2020-04-11,21.5,14.5,12.0,81.5,9.8125,32.0,114
Hauts-de-France,2020-04-12,12.0,6.0,32.0,78.0,9.9375,27.0,137
Hauts-de-France,2020-04-13,11.0,5.5,17.0,72.5,10.0,8.0,58
Hauts-de-France,2020-04-14,16.0,7.5,16.0,71.5,10.0,3.5,71
Hauts-de-France,2020-04-15,20.5,13.0,9.5,80.0,9.8125,28.5,144
Hauts-de-France,2020-04-16,21.0,15.0,13.5,83.0,9.3125,60.5,28
Hauts-de-France,2020-04-17,19.0,12.5,14.5,90.0,8.5625,79.5,43
Hauts-de-France,2020-04-18,16.5,11.5,21.5,80.0,9.4375,47.0,31
Hauts-de-France,2020-04-19,17.5,11.5,27.5,72.5,10.0,14.0,175
Hauts-de-France,2020-04-20,17.5,11.0,27.0,68.0,10.0,4.5,41
Hauts-de-France,2020-04-21,19.0,12.5,21.0,72.0,10.0,0.5,143
Hauts-de-France,2020-04-22,23.0,15.5,8.5,70.5,10.0,1.5,29
Hauts-de-France,2020-04-23,19.0,12.5,14.0,69.5,10.0,24.0,141
Hauts-de-France,2020-04-24,16.5,10.5,14.5,82.5,10.0,4.0,131
Hauts-de-France,2020-04-25,19.0,11.0,7.5,73.0,10.0,1.5,147
Hauts-de-France,2020-04-26,19.5,13.5,9.5,82.5,9.9375,38.0,17
Hauts-de-France,2020-04-27,16.0,11.0,22.5,91.5,8.0625,81.0,36
Hauts-de-France,2020-04-28,14.5,9.5,26.5,88.0,8.8125,88.0,165
Hauts-de-France,2020-04-29,12.5,8.0,31.5,86.5,8.9375,82.0,126
Normandie,2020-03-31,8.0,4.0,18.0,79.0,10.0,0.0,92
Normandie,2020-04-01,10.0,6.0,15.0,89.0,10.0,50.0,66
Normandie,2020-04-02,11.0,7.0,14.0,89.0,9.875,67.0,184
Normandie,2020-04-03,15.0,8.0,18.0,85.0,10.0,5.0,177
Normandie,2020-04-04,18.0,11.0,26.0,79.0,10.0,1.0,24
Normandie,2020-04-05,16.0,10.0,17.0,85.0,9.75,61.0,55
Normandie,2020-04-06,17.0,9.0,14.0,91.0,10.0,63.0,65
Normandie,2020-04-07,19.0,12.0,9.0,83.0,9.75,60.0,38
Normandie,2020-04-08,20.0,15.0,11.0,81.0,10.0,22.0,90
Normandie,2020-04-09,20.0,15.0,11.0,76.0,10.0,13.0,110
Normandie,2020-04-10,21.0,16.0,7.0,81.0,10.0,34.0,193
Normandie,2020-04-11,21.0,14.0,7.0,80.0,9.875,46.0,82
Normandie,2020-04-12,12.0,7.0,34.0,85.0,10.0,48.0,79
Normandie,2020-04-13,10.0,5.0,21.0,81.0,10.0,4.0,127
Normandie,2020-04-14,15.0,7.0,21.0,85.0,10.0,1.0,39
Normandie,2020-04-15,20.0,14.0,14.0,87.0,9.625,46.0,160
Normandie,2020-04-16,19.0,14.0,15.0,91.0,9.125,69.0,176
Normandie,2020-04-17,16.0,10.0,13.0,94.0,7.75,66.0,54
Normandie,2020-04-18,13.0,11.0,22.0,91.0,6.25,57.0,3
Normandie,2020-04-19,17.0,12.0,24.0,86.0,10.0,46.0,108
Normandie,2020-04-20,15.0,11.0,23.0,85.0,10.0,26.0,59
Normandie,2020-04-21,16.0,11.0,21.0,90.0,10.0,3.0,125
Normandie,2020-04-22,20.0,13.0,9.0,85.0,9.875,22.0,124
Normandie,2020-04-23,17.0,11.0,11.0,85.0,9.875,47.0,118
Normandie,2020-04-24,14.0,10.0,18.0,90.0,10.0,47.0,162
Normandie,2020-04-25,16.0,12.0,12.0,77.0,9.0,49.0,20
Normandie,2020-04-26,16.0,11.0,10.0,94.0,8.625,63.0,11
Normandie,2020-04-27,15.0,10.0,26.0,92.0,9.25,81.0,48
Normandie,2020-04-28,12.0,9.0,27.0,87.0,9.875,77.0,136
Normandie,2020-04-29,12.0,8.0,39.0,88.0,9.5,66.0,8
Nouvelle-Aquitaine,2020-03-31,14.666666666666666,8.666666666666666,17.666666666666668,74.66666666666667,10.0,33.666666666666664,187
Nouvelle-Aquitaine,2020-04-01,14.0,7.666666666666667,14.333333333333334,75.33333333333333,9.666666666666666,21.0,170
Nouvelle-Aquitaine,2020-04-02,12.666666666666666,7.333333333333333,12.333333333333334,83.66666666666667,9.458333333333334,15.333333333333334,167
Nouvelle-Aquitaine,2020-04-03,17.666666666666668,9.333333333333334,14.666666666666666,72.66666666666667,9.541666666666666,0.3333333333333333,19
Nouvelle-Aquitaine,2020-04-04,18.0,11.333333333333334,21.333333333333332,68.66666666666667,10.0,6.0,39
Nouvelle-Aquitaine,2020-04-05,13.333333333333334,10.666666666666666,12.0,92.33333333333333,8.291666666666666,77.66666666666667,110
Nouvelle-Aquitaine,2020-04-06,18.333333333333332,12.333333333333334,12.333333333333334,73.66666666666667,9.083333333333334,58.0,26
Nouvelle-Aquitaine,2020-04-07,18.0,13.0,9.333333333333334,81.66666666666667,9.666666666666666,54.333333333333336,2
Nouvelle-Aquitaine,2020-04-08,20.666666666666668,14.333333333333334,12.0,74.66666666666667,10.0,9.333333333333334,144
Nouvelle-Aquitaine,2020-04-09,21.666666666666668,14.0,12.0,69.33333333333333,10.0,5.666666666666667,167
Nouvelle-Aquitaine,2020-04-10,21.0,14.0,11.333333333333334,66.33333333333333,9.958333333333334,13.0,72
Nouvelle-Aquitaine,2020-04-11,17.666666666666668,14.333333333333334,13.333333333333334,87.33333333333333,9.75,58.333333333333336,51
Nouvelle-Aquitaine,2020-04-12,18.666666666666668,12.333333333333334,17.666666666666668,78.0,9.166666666666666,68.33333333333333,35
Nouvelle-Aquitaine,2020-04-13,17.0,10.666666666666666,24.0,71.0,9.666666666666666,18.0,119
Nouvelle-Aquitaine,2020-04-14,20.666666666666668,12.333333333333334,19.666666666666668,68.66666666666667,10.0,8.666666666666666,145
Nouvelle-Aquitaine,2020-04-15,20.0,14.333333333333334,18.666666666666668,79.33333333333333,9.75,47.0,34
Nouvelle-Aquitaine,2020-04-16,19.333333333333332,14.0,16.0,90.66666666666667,9.0,67.0,153
Nouvelle-Aquitaine,2020-04-17,19.666666666666668,15.0,10.666666666666666,86.33333333333333,8.958333333333334,58.333333333333336,189
Nouvelle-Aquitaine,2020-04-18,17.333333333333332,12.333333333333334,13.0,92.0,8.458333333333334,73.0,90
Nouvelle-Aquitaine,2020-04-19,16.0,14.0,8.0,94.33333333333333,6.583333333333333,90.0,176
Nouvelle-Aquitaine,2020-04-20,16.0,13.333333333333334,9.0,95.0,7.416666666666667,84.66666666666667,12
Nouvelle-Aquitaine,2020-04-21,18.0,14.333333333333334,14.333333333333334,91.66666666666667,7.25,79.66666666666667,151
Nouvelle-Aquitaine,2020-04-22,18.333333333333332,14.333333333333334,9.0,88.33333333333333,8.333333333333334,61.0,18
Nouvelle-Aquitaine,2020-04-23,21.0,15.333333333333334,9.0,85.66666666666667,8.166666666666666,51.666666666666664,174
Nouvelle-Aquitaine,2020-04-24,20.666666666666668,15.666666666666666,11.333333333333334,88.0,8.166666666666666,54.333333333333336,59
Nouvelle-Aquitaine,2020-04-25,20.333333333333332,15.333333333333334,10.0,85.66666666666667,8.625,34.333333333333336,5
Nouvelle-Aquitaine,2020-04-26,16.0,12.333333333333334,15.0,92.66666666666667,8.875,78.0,91
Nouvelle-Aquitaine,2020-04-27,14.0,11.666666666666666,24.0,87.66666666666667,8.75,75.66666666666667,183
Nouvelle-Aquitaine,2020-04-28,14.333333333333334,11.0,25.333333333333332,90.0,7.708333333333333,90.66666666666667,138
Nouvelle-Aquitaine,2020-04-29,13.666666666666666,11.333333333333334,31.666666666666668,87.0,8.791666666666666,88.66666666666667,35
Occitanie,2020-03-31,13.0,11.0,29.0,69.0,10.0,43.5,129
Occitanie,2020-04-01,13.0,9.5,15.0,73.0,9.9375,52.5,100
Occitanie,2020-04-02,15.0,10.0,13.5,65.5,9.9375,18.5,110
Occitanie,2020-04-03,16.5,11.0,18.0,68.5,10.0,0.5,144
Occitanie,2020-04-04,16.5,12.5,29.0,66.0,10.0,0.5,88
Occitanie,2020-04-05,17.0,12.5,21.0,62.5,10.0,30.0,59
Occitanie,2020-04-06,17.5,13.5,19.5,65.5,9.8125,30.0,96
Occitanie,2020-04-07,18.0,13.5,15.0,64.5,9.875,18.0,173
Occitanie,2020-04-08,20.0,14.5,17.5,56.0,10.0,5.5,82
Occitanie,2020-04-09,20.0,15.0,19.5,60.5,10.0,3.0,192
Occitanie,2020-04-10,19.5,15.0,15.5,67.5,10.0,2.0,146
Occitanie,2020-04-11,17.5,13.5,17.5,74.5,9.875,34.0,34
Occitanie,2020-04-12,15.5,13.0,22.0,83.0,8.5625,60.5,95
Occitanie,2020-04-13,21.0,14.5,17.0,66.5,9.625,22.0,170
Occitanie,2020-04-14,17.5,14.5,35.5,69.0,10.0,6.5,165
Occitanie,2020-04-15,18.0,14.0,23.0,75.5,10.0,18.5,4
Occitanie,2020-04-16,17.0,14.5,21.5,81.5,10.0,54.5,116
Occitanie,2020-04-17,19.0,15.5,12.0,81.5,9.3125,59.5,5
Occitanie,2020-04-18,15.5,12.5,12.0,93.0,7.9375,92.0,148
Occitanie,2020-04-19,14.5,13.0,13.5,95.5,6.5625,97.5,174
Occitanie,2020-04-20,14.5,12.5,10.5,95.0,8.25,94.0,139
Occitanie,2020-04-21,14.5,13.0,19.5,92.0,6.375,93.5,144
Occitanie,2020-04-22,18.5,15.0,11.5,82.0,8.5625,64.0,104
Occitanie,2020-04-23,21.0,16.0,14.5,81.5,9.9375,20.0,173
Occitanie,2020-04-24,20.5,16.0,13.5,73.5,10.0,20.0,161
Occitanie,2020-04-25,20.0,15.5,14.0,84.5,9.75,57.5,198
Occitanie,2020-04-26,18.5,16.5,18.0,83.0,9.5,64.5,43
Occitanie,2020-04-27,18.0,14.0,22.0,78.0,9.125,65.0,176
Occitanie,2020-04-28,18.5,14.0,19.0,71.5,10.0,38.5,162
Occitanie,2020-04-29,18.0,16.0,27.5,72.0,9.9375,58.0,112
Pays de la Loire,2020-03-31,12.0,5.0,23.0,80.0,10.0,0.0,52
Pays de la Loire,2020-04-01,10.0,4.0,18.0,79.0,10.0,13.0,92
Pays de la Loire,2020-04-02,14.0,7.0,10.0,89.0,8.0,40.0,143
Pays de la Loire,2020-04-03,15.0,9.0,21.0,88.0,10.0,1.0,64
Pays de la Loire,2020-04-04,17.0,11.0,32.0,78.0,10.0,13.0,149
Pays de la Loire,2020-04-05,17.0,12.0,10.0,82.0,8.0,56.0,147
Pays de la Loire,2020-04-06,18.0,12.0,13.0,96.0,9.5,76.0,191
Pays de la Loire,2020-04-07,19.0,14.0,9.0,89.0,9.875,58.0,169
Pays de la Loire,2020-04-08,21.0,15.0,13.0,84.0,10.0,32.0,26
Pays de la Loire,2020-04-09,22.0,15.0,14.0,76.0,10.0,4.0,184
Pays de la Loire,2020-04-10,22.0,15.0,11.0,77.0,10.0,5.0,90
Pays de la Loire,2020-04-11,20.0,13.0,12.0,92.0,8.5,55.0,191
Pays de la Loire,2020-04-12,18.0,12.0,30.0,92.0,7.5,77.0,23
Pays de la Loire,2020-04-13,14.0,7.0,31.0,68.0,10.0,3.0,160
Pays de la Loire,2020-04-14,18.0,9.0,24.0,83.0,10.0,11.0,47
Pays de la Loire,2020-04-15,19.0,15.0,24.0,82.0,9.875,37.0,71
Pays de la Loire,2020-04-16,19.0,13.0,17.0,91.0,8.0,74.0,147
Pays de la Loire,2020-04-17,20.0,13.0,9.0,87.0,8.375,35.0,3
Pays de la Loire,2020-04-18,17.0,13.0,18.0,95.0,6.25,60.0,11
Pays de la Loire,2020-04-19,17.0,12.0,15.0,95.0,6.5,98.0,64
Pays de la Loire,2020-04-20,19.0,13.0,17.0,91.0,8.75,58.0,190
Pays de la Loire,2020-04-21,20.0,16.0,9.0,85.0,8.0,44.0,69
Pays de la Loire,2020-04-22,19.0,14.0,13.0,92.0,8.875,56.0,199
Pays de la Loire,2020-04-23,19.0,15.0,10.0,91.0,6.5,45.0,59
Pays de la Loire,2020-04-24,20.0,15.0,13.0,91.0,8.625,59.0,83
Pays de la Loire,2020-04-25,20.0,15.0,9.0,91.0,9.125,57.0,8
Pays de la Loire,2020-04-26,15.0,7.0,14.0,94.0,9.0,82.0,24
Pays de la Loire,2020-04-27,15.0,12.0,29.0,88.0,8.5,71.0,77
Pays de la Loire,2020-04-28,14.0,8.0,28.0,93.0,9.375,90.0,8
Pays de la Loire,2020-04-29,14.0,10.0,42.0,84.0,9.0,77.0,188
Provence-Alpes-Côte d'Azur,2020-03-31,12.0,11.0,27.0,58.0,10.0,43.0,185
Provence-Alpes-Côte d'Azur,2020-04-01,13.0,11.0,11.0,54.0,10.0,19.0,167
Provence-Alpes-Côte d'Azur,2020-04-02,15.0,12.0,13.0,59.0,10.0,5.0,22
Provence-Alpes-Côte d'Azur,2020-04-03,16.0,15.0,22.0,57.0,10.0,1.0,174
Provence-Alpes-Côte d'Azur,2020-04-04,16.0,15.0,29.0,58.0,10.0,2.0,53
Provence-Alpes-Côte d'Azur,2020-04-05,16.0,15.0,22.0,60.0,10.0,2.0,188
Provence-Alpes-Côte d'Azur,2020-04-06,17.0,16.0,22.0,57.0,10.0,3.0,51
Provence-Alpes-Côte d'Azur,2020-04-07,18.0,16.0,12.0,52.0,10.0,2.0,116
Provence-Alpes-Côte d'Azur,2020-04-08,20.0,19.0,9.0,46.0,10.0,3.0,155
Provence-Alpes-Côte d'Azur,2020-04-09,20.0,19.0,10.0,46.0,10.0,5.0,186
Provence-Alpes-Côte d'Azur,2020-04-10,19.0,18.0,12.0,50.0,10.0,1.0,188
Provence-Alpes-Côte d'Azur,2020-04-11,18.0,17.0,13.0,46.0,10.0,11.0,127
Provence-Alpes-Côte d'Azur,2020-04-12,17.0,15.0,27.0,68.0,8.75,44.0,131
Provence-Alpes-Côte d'Azur,2020-04-13,20.0,15.0,10.0,67.0,9.75,26.0,52
Provence-Alpes-Côte d'Azur,2020-04-14,17.0,16.0,34.0,55.0,10.0,16.0,184
Provence-Alpes-Côte d'Azur,2020-04-15,17.0,16.0,26.0,55.0,10.0,16.0,57
Provence-Alpes-Côte d'Azur,2020-04-16,16.0,14.0,20.0,75.0,10.0,26.0,148
Provence-Alpes-Côte d'Azur,2020-04-17,17.0,16.0,9.0,74.0,10.0,39.0,161
Provence-Alpes-Côte d'Azur,2020-04-18,16.0,15.0,16.0,86.0,8.375,90.0,79
Provence-Alpes-Côte d'Azur,2020-04-19,15.0,12.0,12.0,87.0,7.25,98.0,30
Provence-Alpes-Côte d'Azur,2020-04-20,16.0,14.0,12.0,86.0,7.625,86.0,62
Provence-Alpes-Côte d'Azur,2020-04-21,16.0,14.0,20.0,85.0,9.125,78.0,107
Provence-Alpes-Côte d'Azur,2020-04-22,19.0,18.0,13.0,62.0,10.0,7.0,64
Provence-Alpes-Côte d'Azur,2020-04-23,19.0,15.0,15.0,65.0,10.0,2.0,36
Provence-Alpes-Côte d'Azur,2020-04-24,18.0,17.0,12.0,69.0,10.0,8.0,25
Provence-Alpes-Côte d'Azur,2020-04-25,18.0,17.0,14.0,68.0,10.0,16.0,175
Provence-Alpes-Côte d'Azur,2020-04-26,18.0,17.0,24.0,78.0,10.0,28.0,167
Provence-Alpes-Côte d'Azur,2020-04-27,18.0,16.0,23.0,81.0,8.625,67.0,176
Provence-Alpes-Côte d'Azur,2020-04-28,18.0,16.0,29.0,66.0,10.0,11.0,137
Provence-Alpes-Côte d'Azur,2020-04-29,19.0,18.0,25.0,60.0,10.0,38.0,179
Île-de-France,2020-03-31,15.0,8.0,11.0,49.0,10.0,1.0,60
Île-de-France,2020-04-01,10.0,6.0,11.0,63.0,10.0,37.0,161
Île-de-France,2020-04-02,14.0,8.0,10.0,77.0,10.0,82.0,133
Île-de-France,2020-04-03,16.0,10.0,15.0,61.0,10.0,21.0,16
Île-de-France,2020-04-04,20.0,13.0,15.0,67.0,10.0,1.0,84
Île-de-France,2020-04-05,15.0,9.0,17.0,86.0,9.625,40.0,39
Île-de-France,2020-04-06,21.0,12.0,12.0,81.0,10.0,40.0,189
Île-de-France,2020-04-07,25.0,17.0,5.0,64.0,9.875,19.0,39
Île-de-France,2020-04-08,25.0,19.0,9.0,59.0,10.0,15.0,152
Île-de-France,2020-04-09,24.0,18.0,12.0,53.0,10.0,13.0,53
Île-de-France,2020-04-10,25.0,19.0,6.0,55.0,10.0,21.0,193
Île-de-France,2020-04-11,23.0,18.0,10.0,50.0,9.75,33.0,120
Île-de-France,2020-04-12,16.0,10.0,27.0,70.0,10.0,27.0,0
Île-de-France,2020-04-13,13.0,6.0,19.0,54.0,10.0,4.0,4
Île-de-France,2020-04-14,18.0,10.0,15.0,65.0,10.0,0.0,150
Île-de-France,2020-04-15,23.0,15.0,12.0,63.0,9.875,33.0,70
Île-de-France,2020-04-16,24.0,16.0,12.0,72.0,9.75,74.0,106
Île-de-France,2020-04-17,22.0,17.0,13.0,65.0,9.375,48.0,36
Île-de-France,2020-04-18,20.0,14.0,16.0,72.0,10.0,18.0,142
Île-de-France,2020-04-19,19.0,14.0,23.0,66.0,10.0,14.0,87
Île-de-France,2020-04-20,19.0,13.0,21.0,55.0,10.0,13.0,176
Île-de-France,2020-04-21,21.0,15.0,17.0,58.0,10.0,1.0,104
Île-de-France,2020-04-22,26.0,20.0,8.0,57.0,10.0,3.0,169
Île-de-France,2020-04-23,24.0,19.0,12.0,58.0,9.875,32.0,35
Île-de-France,2020-04-24,21.0,15.0,15.0,57.0,10.0,20.0,77
Île-de-France,2020-04-25,24.0,15.0,8.0,47.0,10.0,4.0,136
Île-de-France,2020-04-26,23.0,17.0,10.0,60.0,10.0,48.0,105
Île-de-France,2020-04-27,18.0,14.0,23.0,71.0,9.25,81.0,74
Île-de-France,2020-04-28,15.0,13.0,24.0,68.0,9.875,92.0,196
Île-de-France,2020-04-29,14.0,12.0,30.0,66.0,9.75,75.0,155
Bourgogne-Franche-Comté,2017-12-31,7.5,5.0,35.5,87.0,9.0625,79.5,148
Bourgogne-Franche-Comté,2018-01-01,5.5,4.5,20.0,91.0,9.5,92.5,110
Bourgogne-Franche-Comté,2018-01-02,11.5,7.5,47.0,77.0,8.625,77.5,103
Bourgogne-Franche-Comté,2018-01-03,12.5,11.0,34.5,92.5,8.375,99.5,155
Bourgogne-Franche-Comté,2018-01-04,11.5,10.0,25.0,92.5,8.625,80.5,114
Bourgogne-Franche-Comté,2018-01-05,9.5,7.0,7.0,94.0,4.9375,78.5,141
Bourgogne-Franche-Comté,2018-01-06,8.5,6.0,15.5,82.5,9.5,74.5,40
Bourgogne-Franche-Comté,2018-01-07,8.0,5.5,13.0,83.5,10.0,69.0,156
Bourgogne-Franche-Comté,2018-01-08,6.0,4.5,14.0,93.0,8.625,77.0,112
Bourgogne-Franche-Comté,2018-01-09,7.5,5.5,18.5,88.0,8.6875,72.5,98
Bourgogne-Franche-Comté,2018-01-10,7.5,4.0,5.5,90.0,5.9375,53.5,65
Bourgogne-Franche-Comté,2018-01-11,6.5,3.5,12.5,93.5,4.625,57.0,169
Bourgogne-Franche-Comté,2018-01-12,6.0,2.0,7.5,86.0,8.0,12.5,67
Bourgogne-Franche-Comté,2018-01-13,6.5,3.0,7.5,75.5,10.0,46.5,15
Bourgogne-Franche-Comté,2018-01-14,6.5,2.5,27.5,80.5,9.5,69.0,131
Bourgogne-Franche-Comté,2018-01-15,9.0,8.0,34.0,87.0,9.4375,81.5,62
Bourgogne-Franche-Comté,2018-01-16,5.5,2.5,31.0,81.0,9.75,52.0,173
Bourgogne-Franche-Comté,2018-01-17,8.0,5.0,36.0,88.5,8.125,99.0,164
Bourgogne-Franche-Comté,2018-01-18,7.5,4.5,19.5,91.0,9.1875,58.5,147
Bourgogne-Franche-Comté,2018-01-19,8.5,3.0,34.0,87.5,8.875,91.5,146
Bourgogne-Franche-Comté,2018-01-20,7.5,4.5,7.5,93.0,8.75,98.0,40
Bourgogne-Franche-Comté,2018-01-21,10.5,8.0,30.5,95.0,8.75,94.5,122
Bourgogne-Franche-Comté,2018-01-22,9.0,5.5,10.5,90.5,8.5,58.0,110
Bourgogne-Franche-Comté,2018-01-23,11.5,7.0,18.5,92.5,7.375,41.0,19
Bourgogne-Franche-Comté,2018-01-24,11.5,9.0,23.5,79.5,9.4375,74.5,79
Bourgogne-Franche-Comté,2018-01-25,7.0,5.0,6.5,95.0,6.3125,98.0,154
Bourgogne-Franche-Comté,2018-01-26,8.0,4.0,7.5,91.5,6.625,49.0,147
Bourgogne-Franche-Comté,2018-01-27,6.0,3.5,10.0,88.0,8.5,68.5,24
Bourgogne-Franche-Comté,2018-01-28,8.5,6.0,8.5,92.0,6.0,74.5,197
Bourgogne-Franche-Comté,2018-01-29,8.5,6.5,4.0,91.0,6.375,78.0,70
Bourgogne-Franche-Comté,2018-01-30,8.0,5.5,23.5,83.5,8.125,77.0,101
Bretagne,2017-12-31,11.0,7.0,47.0,78.0,9.75,42.0,45
Bretagne,2018-01-01,13.0,8.0,23.0,96.0,8.0,83.0,142
Bretagne,2018-01-02,14.0,9.0,33.0,89.0,10.0,88.0,108
Bretagne,2018-01-03,14.0,8.0,40.0,89.0,9.25,90.0,57
Bretagne,2018-01-04,11.0,7.0,23.0,87.0,9.875,56.0,133
Bretagne,2018-01-05,8.0,5.0,12.0,92.0,10.0,49.0,183
Bretagne,2018-01-06,7.0,5.0,35.0,85.0,9.875,94.0,69
Bretagne,2018-01-07,8.0,5.0,21.0,94.0,8.0,73.0,133
Bretagne,2018-01-08,10.0,4.0,19.0,98.0,7.375,92.0,31
Bretagne,2018-01-09,10.0,6.0,15.0,93.0,9.0,43.0,104
Bretagne,2018-01-10,9.0,6.0,13.0,94.0,8.0,75.0,83
Bretagne,2018-01-11,7.0,4.0,12.0,93.0,8.0,56.0,87
Bretagne,2018-01-12,6.0,3.0,23.0,90.0,10.0,72.0,40
Bretagne,2018-01-13,8.0,3.0,8.0,95.0,9.0,70.0,28
Bretagne,2018-01-14,12.0,9.0,37.0,91.0,9.875,75.0,48
Bretagne,2018-01-15,11.0,8.0,30.0,83.0,10.0,77.0,41
Bretagne,2018-01-16,9.0,5.0,28.0,82.0,10.0,57.0,41
Bretagne,2018-01-17,13.0,8.0,33.0,90.0,10.0,80.0,117
Bretagne,2018-01-18,8.0,5.0,21.0,91.0,10.0,31.0,23
Bretagne,2018-01-19,12.0,6.0,31.0,90.0,9.0,95.0,6
Bretagne,2018-01-20,13.0,11.0,29.0,95.0,8.0,88.0,11
Bretagne,2018-01-21,13.0,8.0,34.0,87.0,10.0,73.0,39
Bretagne,2018-01-22,14.0,12.0,27.0,96.0,9.0,88.0,91
Bretagne,2018-01-23,13.0,11.0,37.0,91.0,9.75,89.0,125
Bretagne,2018-01-24,10.0,6.0,16.0,91.0,10.0,41.0,112
Bretagne,2018-01-25,9.0,4.0,19.0,91.0,8.875,29.0,148
Bretagne,2018-01-26,9.0,4.0,22.0,90.0,10.0,61.0,109
Bretagne,2018-01-27,13.0,10.0,12.0,97.0,7.5,93.0,36
Bretagne,2018-01-28,12.0,9.0,18.0,96.0,6.75,87.0,19
Bretagne,2018-01-29,11.0,9.0,18.0,97.0,8.0,95.0,15
Bretagne,2018-01-30,11.0,7.0,32.0,93.0,9.875,78.0,185
Centre-Val de Loire,2017-12-31,9.0,8.0,35.0,85.0,9.0,53.0,118
Centre-Val de Loire,2018-01-01,12.0,5.0,20.0,93.0,8.0,78.0,191
Centre-Val de Loire,2018-01-02,15.0,10.0,44.0,68.0,9.5,81.0,140
Centre-Val de Loire,2018-01-03,14.0,13.0,40.0,83.0,8.5,84.0,87
Centre-Val de Loire,2018-01-04,11.0,10.0,20.0,90.0,9.625,87.0,73
Centre-Val de Loire,2018-01-05,7.0,6.0,6.0,91.0,5.375,91.0,108
Centre-Val de Loire,2018-01-06,7.0,6.0,29.0,88.0,8.875,100.0,85
Centre-Val de Loire,2018-01-07,8.0,5.0,18.0,92.0,10.0,70.0,45
Centre-Val de Loire,2018-01-08,8.0,5.0,14.0,95.0,5.0,82.0,46
Centre-Val de Loire,2018-01-09,9.0,7.0,13.0,92.0,8.875,77.0,83
Centre-Val de Loire,2018-01-10,8.0,5.0,7.0,95.0,6.0,94.0,120
Centre-Val de Loire,2018-01-11,6.0,5.0,7.0,89.0,10.0,75.0,17
Centre-Val de Loire,2018-01-12,7.0,3.0,17.0,90.0,9.0,52.0,193
Centre-Val de Loire,2018-01-13,9.0,4.0,6.0,88.0,10.0,47.0,133
Centre-Val de Loire,2018-01-14,10.0,5.0,40.0,86.0,8.625,71.0,16
Centre-Val de Loire,2018-01-15,11.0,10.0,33.0,79.0,10.0,80.0,16
Centre-Val de Loire,2018-01-16,7.0,4.0,28.0,74.0,9.875,59.0,10
Centre-Val de Loire,2018-01-17,11.0,10.0,35.0,88.0,8.75,86.0,107
Centre-Val de Loire,2018-01-18,7.0,5.0,19.0,86.0,9.875,48.0,133
Centre-Val de Loire,2018-01-19,12.0,6.0,30.0,92.0,9.0,85.0,141
Centre-Val de Loire,2018-01-20,12.0,7.0,15.0,96.0,8.625,97.0,13
Centre-Val de Loire,2018-01-21,13.0,12.0,33.0,88.0,9.5,93.0,178
Centre-Val de Loire,2018-01-22,11.0,7.0,18.0,93.0,8.0,78.0,192
Centre-Val de Loire,2018-01-23,11.0,9.0,24.0,90.0,10.0,85.0,99
Centre-Val de Loire,2018-01-24,11.0,7.0,13.0,94.0,6.875,100.0,27
Centre-Val de Loire,2018-01-25,9.0,4.0,9.0,92.0,8.0,49.0,174
