_id,region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,pressure
ObjectId(63e4bbd04e31320bce166e03),Nouvelle-Aquitaine,2020-08-31T00:00:00.000Z,22.333333333333332,13.333333333333334,14,72.33333333333333,10,16.333333333333332,38
ObjectId(63e4bbd04e31320bce166e04),Nouvelle-Aquitaine,2020-09-01T00:00:00.000Z,22,13,13.333333333333334,70,10,14,157
ObjectId(63e4bbd04e31320bce166e05),Nouvelle-Aquitaine,2020-09-02T00:00:00.000Z,25.666666666666668,14,6.333333333333333,76.66666666666667,10,8.333333333333334,171
ObjectId(63e4bbd04e31320bce166e06),Nouvelle-Aquitaine,2020-09-03T00:00:00.000Z,30,16,10.666666666666666,68.33333333333333,10,2.3333333333333335,190
ObjectId(63e4bbd04e31320bce166e07),Nouvelle-Aquitaine,2020-09-04T00:00:00.000Z,24.666666666666668,15.666666666666666,16.333333333333332,75,10,9.666666666666666,192
ObjectId(63e4bbd04e31320bce166e08),Nouvelle-Aquitaine,2020-09-05T00:00:00.000Z,20,12,16.666666666666668,84.33333333333333,8.875,21,123
ObjectId(63e4bbd04e31320bce166e09),Nouvelle-Aquitaine,2020-09-06T00:00:00.000Z,21.333333333333332,11.333333333333334,14.333333333333334,84.66666666666667,10,9.333333333333334,69
ObjectId(63e4bbd04e31320bce166e0a),Nouvelle-Aquitaine,2020-09-07T00:00:00.000Z,24,13.333333333333334,12,68.66666666666667,10,7.666666666666667,147
ObjectId(63e4bbd04e31320bce166e0b),Nouvelle-Aquitaine,2020-09-08T00:00:00.000Z,27.666666666666668,15.333333333333334,11,60.666666666666664,10,9,180
ObjectId(63e4bbd04e31320bce166e0c),Nouvelle-Aquitaine,2020-09-09T00:00:00.000Z,26.333333333333332,16.666666666666668,14,70.33333333333333,10,24.666666666666668,95
ObjectId(63e4bbd04e31320bce166e0d),Nouvelle-Aquitaine,2020-09-10T00:00:00.000Z,26.666666666666668,16.333333333333332,11.333333333333334,86.66666666666667,9.333333333333334,8,174
ObjectId(63e4bbd04e31320bce166e0e),Nouvelle-Aquitaine,2020-09-11T00:00:00.000Z,26.666666666666668,16,10.333333333333334,70,10,2.3333333333333335,173
ObjectId(63e4bbd04e31320bce166e0f),Nouvelle-Aquitaine,2020-09-12T00:00:00.000Z,31.666666666666668,16.666666666666668,10,57.333333333333336,10,0.6666666666666666,144
ObjectId(63e4bbd04e31320bce166e10),Nouvelle-Aquitaine,2020-09-13T00:00:00.000Z,31.666666666666668,19.666666666666668,17.333333333333332,55.666666666666664,10,4,27
ObjectId(63e4bbd04e31320bce166e11),Nouvelle-Aquitaine,2020-09-14T00:00:00.000Z,28,19.666666666666668,11.666666666666666,63.333333333333336,9.875,32.333333333333336,187
ObjectId(63e4bbd04e31320bce166e12),Nouvelle-Aquitaine,2020-09-15T00:00:00.000Z,29.333333333333332,19,8.333333333333334,81.33333333333333,9.875,26.666666666666668,46
ObjectId(63e4bbd04e31320bce166e13),Nouvelle-Aquitaine,2020-09-16T00:00:00.000Z,31,18.666666666666668,17,70.33333333333333,10,9,38
ObjectId(63e4bbd04e31320bce166e14),Nouvelle-Aquitaine,2020-09-17T00:00:00.000Z,26.333333333333332,20.333333333333332,16,65.33333333333333,9.875,30.666666666666668,11
ObjectId(63e4bbd04e31320bce166e15),Nouvelle-Aquitaine,2020-09-18T00:00:00.000Z,25.333333333333332,17.666666666666668,13,89,9.5,60.333333333333336,161
ObjectId(63e4bbd04e31320bce166e16),Nouvelle-Aquitaine,2020-09-19T00:00:00.000Z,23,16.666666666666668,8.333333333333334,91.66666666666667,8.583333333333334,67.33333333333333,183
ObjectId(63e4bbd04e31320bce166e17),Nouvelle-Aquitaine,2020-09-20T00:00:00.000Z,23,16.666666666666668,12,89.33333333333333,8.75,62,127
ObjectId(63e4bbd04e31320bce166e18),Nouvelle-Aquitaine,2020-09-21T00:00:00.000Z,19.333333333333332,16,10.333333333333334,93.33333333333333,8.875,64,109
ObjectId(63e4bbd04e31320bce166e19),Nouvelle-Aquitaine,2020-09-22T00:00:00.000Z,21.333333333333332,15,19.666666666666668,91.33333333333333,8.541666666666666,58.333333333333336,154
ObjectId(63e4bbd04e31320bce166e1a),Nouvelle-Aquitaine,2020-09-23T00:00:00.000Z,18.666666666666668,16,32,87,8.958333333333334,71.33333333333333,100
ObjectId(63e4bbd04e31320bce166e1b),Nouvelle-Aquitaine,2020-09-24T00:00:00.000Z,14,11.333333333333334,32,81.66666666666667,9,71.33333333333333,178
ObjectId(63e4bbd04e31320bce166e1c),Nouvelle-Aquitaine,2020-09-25T00:00:00.000Z,13,10,19.333333333333332,84.33333333333333,8.75,64,99
ObjectId(63e4bbd04e31320bce166e1d),Nouvelle-Aquitaine,2020-09-26T00:00:00.000Z,13,7.666666666666667,24,82.33333333333333,9.083333333333334,62.333333333333336,7
ObjectId(63e4bbd04e31320bce166e1e),Nouvelle-Aquitaine,2020-09-27T00:00:00.000Z,16.333333333333332,10.666666666666666,16.666666666666668,88,8.25,52.666666666666664,181
ObjectId(63e4bbd04e31320bce166e1f),Nouvelle-Aquitaine,2020-09-28T00:00:00.000Z,18.666666666666668,13,9,85.66666666666667,9.291666666666666,66.66666666666667,188
ObjectId(63e4bbd04e31320bce166e20),Nouvelle-Aquitaine,2020-09-29T00:00:00.000Z,19.666666666666668,11.666666666666666,13,93.33333333333333,8.875,21,95
ObjectId(63e4bbd04e31320bce166e21),Occitanie,2020-08-31T00:00:00.000Z,23.5,16,12,68,10,20.5,137
ObjectId(63e4bbd04e31320bce166e22),Occitanie,2020-09-01T00:00:00.000Z,24.5,15.5,14,64.5,10,4.5,41
ObjectId(63e4bbd04e31320bce166e23),Occitanie,2020-09-02T00:00:00.000Z,26,16.5,10,63.5,10,4.5,25
ObjectId(63e4bbd04e31320bce166e24),Occitanie,2020-09-03T00:00:00.000Z,27.5,18.5,19,55.5,10,1.5,91
ObjectId(63e4bbd04e31320bce166e25),Occitanie,2020-09-04T00:00:00.000Z,27,18.5,16.5,78.5,10,2.5,20
ObjectId(63e4bbd04e31320bce166e26),Occitanie,2020-09-05T00:00:00.000Z,24.5,19,21.5,72,10,35.5,166
ObjectId(63e4bbd04e31320bce166e27),Occitanie,2020-09-06T00:00:00.000Z,24,14.5,22,65.5,10,16,110
ObjectId(63e4bbd04e31320bce166e28),Occitanie,2020-09-07T00:00:00.000Z,26.5,15.5,12.5,62,9.875,25,97
ObjectId(63e4bbd04e31320bce166e29),Occitanie,2020-09-08T00:00:00.000Z,24.5,18,12.5,66.5,9.5625,57,62
ObjectId(63e4bbd04e31320bce166e2a),Occitanie,2020-09-09T00:00:00.000Z,27,18.5,12.5,78.5,9.75,44,119
ObjectId(63e4bbd04e31320bce166e2b),Occitanie,2020-09-10T00:00:00.000Z,27.5,18.5,15,79,9.8125,38,124
ObjectId(63e4bbd04e31320bce166e2c),Occitanie,2020-09-11T00:00:00.000Z,29,20,11,64.5,9.9375,30,39
ObjectId(63e4bbd04e31320bce166e2d),Occitanie,2020-09-12T00:00:00.000Z,30.5,20,11,57,10,5,164
ObjectId(63e4bbd04e31320bce166e2e),Occitanie,2020-09-13T00:00:00.000Z,29.5,20.5,21,65,10,4.5,59
ObjectId(63e4bbd04e31320bce166e2f),Occitanie,2020-09-14T00:00:00.000Z,29,20,14.5,76,10,10,19
ObjectId(63e4bbd04e31320bce166e30),Occitanie,2020-09-15T00:00:00.000Z,29.5,20,12,76,10,14,172
ObjectId(63e4bbd04e31320bce166e31),Occitanie,2020-09-16T00:00:00.000Z,31,21.5,12,64,10,6.5,128
ObjectId(63e4bbd04e31320bce166e32),Occitanie,2020-09-17T00:00:00.000Z,28,20.5,22.5,80.5,10,26,40
ObjectId(63e4bbd04e31320bce166e33),Occitanie,2020-09-18T00:00:00.000Z,27.5,20.5,20,85,8.375,60,119
ObjectId(63e4bbd04e31320bce166e34),Occitanie,2020-09-19T00:00:00.000Z,26,18,17.5,87.5,9.3125,45,161
ObjectId(63e4bbd04e31320bce166e35),Occitanie,2020-09-20T00:00:00.000Z,24,17.5,12,80,9.8125,48,134
ObjectId(63e4bbd04e31320bce166e36),Occitanie,2020-09-21T00:00:00.000Z,21.5,17.5,13.5,83.5,8.6875,67.5,165
ObjectId(63e4bbd04e31320bce166e37),Occitanie,2020-09-22T00:00:00.000Z,24.5,16.5,11.5,86,10,21.5,21
ObjectId(63e4bbd04e31320bce166e38),Occitanie,2020-09-23T00:00:00.000Z,22.5,18,16.5,84.5,9.4375,72,83
ObjectId(63e4bbd04e31320bce166e39),Occitanie,2020-09-24T00:00:00.000Z,16.5,13.5,39,67.5,8.9375,71,139
ObjectId(63e4bbd04e31320bce166e3a),Occitanie,2020-09-25T00:00:00.000Z,15.5,11,33.5,72,9.375,57,190
ObjectId(63e4bbd04e31320bce166e3b),Occitanie,2020-09-26T00:00:00.000Z,13.5,9,32.5,77.5,7.875,71.5,99
ObjectId(63e4bbd04e31320bce166e3c),Occitanie,2020-09-27T00:00:00.000Z,17.5,13.5,31,77.5,8.9375,60,72
ObjectId(63e4bbd04e31320bce166e3d),Occitanie,2020-09-28T00:00:00.000Z,19,12,7.5,77,10,38.5,85
ObjectId(63e4bbd04e31320bce166e3e),Occitanie,2020-09-29T00:00:00.000Z,22,14.5,9,74,10,5.5,155
ObjectId(63e4bbd04e31320bce166e3f),Pays de la Loire,2020-08-31T00:00:00.000Z,23,11,15,79,10,18,66
ObjectId(63e4bbd04e31320bce166e40),Pays de la Loire,2020-09-01T00:00:00.000Z,24,11,10,91,10,12,98
ObjectId(63e4bbd04e31320bce166e41),Pays de la Loire,2020-09-02T00:00:00.000Z,24,13,17,86,10,11,179
ObjectId(63e4bbd04e31320bce166e42),Pays de la Loire,2020-09-03T00:00:00.000Z,29,16,8,88,10,3,59
ObjectId(63e4bbd04e31320bce166e43),Pays de la Loire,2020-09-04T00:00:00.000Z,22,15,17,81,10,28,37
ObjectId(63e4bbd04e31320bce166e44),Pays de la Loire,2020-09-05T00:00:00.000Z,19,10,14,93,10,37,196
ObjectId(63e4bbd04e31320bce166e45),Pays de la Loire,2020-09-06T00:00:00.000Z,24,11,9,92,10,13,103
ObjectId(63e4bbd04e31320bce166e46),Pays de la Loire,2020-09-07T00:00:00.000Z,25,14,11,84,10,47,40
ObjectId(63e4bbd04e31320bce166e47),Pays de la Loire,2020-09-08T00:00:00.000Z,28,16,17,91,10,41,181
ObjectId(63e4bbd04e31320bce166e48),Pays de la Loire,2020-09-09T00:00:00.000Z,27,14,11,86,10,21,75
ObjectId(63e4bbd04e31320bce166e49),Pays de la Loire,2020-09-10T00:00:00.000Z,25,13,14,94,9,8,36
ObjectId(63e4bbd04e31320bce166e4a),Pays de la Loire,2020-09-11T00:00:00.000Z,28,10,12,95,8,6,51
ObjectId(63e4bbd04e31320bce166e4b),Pays de la Loire,2020-09-12T00:00:00.000Z,31,14,12,66,10,0,85
ObjectId(63e4bbd04e31320bce166e4c),Pays de la Loire,2020-09-13T00:00:00.000Z,32,19,22,47,10,4,178
ObjectId(63e4bbd04e31320bce166e4d),Pays de la Loire,2020-09-14T00:00:00.000Z,28,19,10,75,10,28,51
ObjectId(63e4bbd04e31320bce166e4e),Pays de la Loire,2020-09-15T00:00:00.000Z,30,16,12,85,10,16,20
ObjectId(63e4bbd04e31320bce166e4f),Pays de la Loire,2020-09-16T00:00:00.000Z,31,18,29,87,10,11,120
ObjectId(63e4bbd04e31320bce166e50),Pays de la Loire,2020-09-17T00:00:00.000Z,28,18,25,62,10,25,145
ObjectId(63e4bbd04e31320bce166e51),Pays de la Loire,2020-09-18T00:00:00.000Z,26,18,14,91,8.25,87,136
ObjectId(63e4bbd04e31320bce166e52),Pays de la Loire,2020-09-19T00:00:00.000Z,25,16,8,89,9.875,60,126
ObjectId(63e4bbd04e31320bce166e53),Pays de la Loire,2020-09-20T00:00:00.000Z,25,17,11,92,9.75,52,105
ObjectId(63e4bbd04e31320bce166e54),Pays de la Loire,2020-09-21T00:00:00.000Z,22,15,19,97,6.875,79,159
ObjectId(63e4bbd04e31320bce166e55),Pays de la Loire,2020-09-22T00:00:00.000Z,21,15,27,94,6.25,66,108
ObjectId(63e4bbd04e31320bce166e56),Pays de la Loire,2020-09-23T00:00:00.000Z,16,13,36,85,9.375,64,33
ObjectId(63e4bbd04e31320bce166e57),Pays de la Loire,2020-09-24T00:00:00.000Z,15,10,35,79,9.75,54,48
ObjectId(63e4bbd04e31320bce166e58),Pays de la Loire,2020-09-25T00:00:00.000Z,16,9,21,75,10,18,159
ObjectId(63e4bbd04e31320bce166e59),Pays de la Loire,2020-09-26T00:00:00.000Z,16,9,30,76,10,44,117
ObjectId(63e4bbd04e31320bce166e5a),Pays de la Loire,2020-09-27T00:00:00.000Z,17,7,17,94,10,55,70
ObjectId(63e4bbd04e31320bce166e5b),Pays de la Loire,2020-09-28T00:00:00.000Z,19,14,17,92,9.375,73,141
ObjectId(63e4bbd04e31320bce166e5c),Pays de la Loire,2020-09-29T00:00:00.000Z,18,14,26,91,8.375,79,94
ObjectId(63e4bbd04e31320bce166e5d),Provence-Alpes-Côte d'Azur,2020-08-31T00:00:00.000Z,24,18,26,65,10,18,94
ObjectId(63e4bbd04e31320bce166e5e),Provence-Alpes-Côte d'Azur,2020-09-01T00:00:00.000Z,24,20,17,63,10,5,188
ObjectId(63e4bbd04e31320bce166e5f),Provence-Alpes-Côte d'Azur,2020-09-02T00:00:00.000Z,24,21,10,65,10,18,62
ObjectId(63e4bbd04e31320bce166e60),Provence-Alpes-Côte d'Azur,2020-09-03T00:00:00.000Z,25,24,13,64,10,2,127
ObjectId(63e4bbd04e31320bce166e61),Provence-Alpes-Côte d'Azur,2020-09-04T00:00:00.000Z,25,24,16,68,10,1,29
ObjectId(63e4bbd04e31320bce166e62),Provence-Alpes-Côte d'Azur,2020-09-05T00:00:00.000Z,26,22,26,74,10,4,93
ObjectId(63e4bbd04e31320bce166e63),Provence-Alpes-Côte d'Azur,2020-09-06T00:00:00.000Z,25,18,32,58,10,31,64
ObjectId(63e4bbd04e31320bce166e64),Provence-Alpes-Côte d'Azur,2020-09-07T00:00:00.000Z,26,22,10,62,9.875,32,141
ObjectId(63e4bbd04e31320bce166e65),Provence-Alpes-Côte d'Azur,2020-09-08T00:00:00.000Z,25,23,24,71,9.5,49,112
ObjectId(63e4bbd04e31320bce166e66),Provence-Alpes-Côte d'Azur,2020-09-09T00:00:00.000Z,24,22,9,72,9.375,76,3
ObjectId(63e4bbd04e31320bce166e67),Provence-Alpes-Côte d'Azur,2020-09-10T00:00:00.000Z,24,23,9,71,9,52,180
ObjectId(63e4bbd04e31320bce166e68),Provence-Alpes-Côte d'Azur,2020-09-11T00:00:00.000Z,27,24,11,64,10,21,96
ObjectId(63e4bbd04e31320bce166e69),Provence-Alpes-Côte d'Azur,2020-09-12T00:00:00.000Z,28,25,11,60,10,6,151
ObjectId(63e4bbd04e31320bce166e6a),Provence-Alpes-Côte d'Azur,2020-09-13T00:00:00.000Z,29,26,20,59,10,6,80
ObjectId(63e4bbd04e31320bce166e6b),Provence-Alpes-Côte d'Azur,2020-09-14T00:00:00.000Z,28,26,10,60,10,6,67
ObjectId(63e4bbd04e31320bce166e6c),Provence-Alpes-Côte d'Azur,2020-09-15T00:00:00.000Z,27,26,18,61,10,6,159
ObjectId(63e4bbd04e31320bce166e6d),Provence-Alpes-Côte d'Azur,2020-09-16T00:00:00.000Z,27,26,14,69,10,2,155
ObjectId(63e4bbd04e31320bce166e6e),Provence-Alpes-Côte d'Azur,2020-09-17T00:00:00.000Z,27,25,23,64,10,17,109
ObjectId(63e4bbd04e31320bce166e6f),Provence-Alpes-Côte d'Azur,2020-09-18T00:00:00.000Z,26,24,30,70,9,70,104
ObjectId(63e4bbd04e31320bce166e70),Provence-Alpes-Côte d'Azur,2020-09-19T00:00:00.000Z,25,23,24,71,8.5,69,30
ObjectId(63e4bbd04e31320bce166e71),Provence-Alpes-Côte d'Azur,2020-09-20T00:00:00.000Z,25,23,13,64,9.5,32,163
ObjectId(63e4bbd04e31320bce166e72),Provence-Alpes-Côte d'Azur,2020-09-21T00:00:00.000Z,23,22,14,71,8.25,76,195
ObjectId(63e4bbd04e31320bce166e73),Provence-Alpes-Côte d'Azur,2020-09-22T00:00:00.000Z,23,21,12,69,9.5,34,179
ObjectId(63e4bbd04e31320bce166e74),Provence-Alpes-Côte d'Azur,2020-09-23T00:00:00.000Z,24,22,15,59,9.75,32,42
ObjectId(63e4bbd04e31320bce166e75),Provence-Alpes-Côte d'Azur,2020-09-24T00:00:00.000Z,21,16,47,63,7.375,63,37
ObjectId(63e4bbd04e31320bce166e76),Provence-Alpes-Côte d'Azur,2020-09-25T00:00:00.000Z,16,13,56,55,10,11,147
ObjectId(63e4bbd04e31320bce166e77),Provence-Alpes-Côte d'Azur,2020-09-26T00:00:00.000Z,16,12,44,59,10,40,115
ObjectId(63e4bbd04e31320bce166e78),Provence-Alpes-Côte d'Azur,2020-09-27T00:00:00.000Z,19,14,37,69,10,33,110
ObjectId(63e4bbd04e31320bce166e79),Provence-Alpes-Côte d'Azur,2020-09-28T00:00:00.000Z,21,15,23,69,10,13,88
ObjectId(63e4bbd04e31320bce166e7a),Provence-Alpes-Côte d'Azur,2020-09-29T00:00:00.000Z,21,19,11,64,10,11,117
ObjectId(63e4bbd04e31320bce166e7b),Île-de-France,2020-08-31T00:00:00.000Z,21,15,9,75,10,15,51
ObjectId(63e4bbd04e31320bce166e7c),Île-de-France,2020-09-01T00:00:00.000Z,25,15,10,67,10,6,84
ObjectId(63e4bbd04e31320bce166e7d),Île-de-France,2020-09-02T00:00:00.000Z,26,18,15,47,10,60,44
ObjectId(63e4bbd04e31320bce166e7e),Île-de-France,2020-09-03T00:00:00.000Z,29,20,9,82,10,23,137
ObjectId(63e4bbd04e31320bce166e7f),Île-de-France,2020-09-04T00:00:00.000Z,21,17,12,67,10,51,180
ObjectId(63e4bbd04e31320bce166e80),Île-de-France,2020-09-05T00:00:00.000Z,20,14,7,69,10,45,108
ObjectId(63e4bbd04e31320bce166e81),Île-de-France,2020-09-06T00:00:00.000Z,25,15,6,69,10,8,77
ObjectId(63e4bbd04e31320bce166e82),Île-de-France,2020-09-07T00:00:00.000Z,23,17,7,62,10,58,160
ObjectId(63e4bbd04e31320bce166e83),Île-de-France,2020-09-08T00:00:00.000Z,27,18,11,79,10,37,187
ObjectId(63e4bbd04e31320bce166e84),Île-de-France,2020-09-09T00:00:00.000Z,27,18,6,87,10,62,70
ObjectId(63e4bbd04e31320bce166e85),Île-de-France,2020-09-10T00:00:00.000Z,27,19,8,61,10,28,184
ObjectId(63e4bbd04e31320bce166e86),Île-de-France,2020-09-11T00:00:00.000Z,28,16,9,76,10,5,149
ObjectId(63e4bbd04e31320bce166e87),Île-de-France,2020-09-12T00:00:00.000Z,32,20,5,67,10,1,50
ObjectId(63e4bbd04e31320bce166e88),Île-de-France,2020-09-13T00:00:00.000Z,36,21,9,51,10,1,75
ObjectId(63e4bbd04e31320bce166e89),Île-de-France,2020-09-14T00:00:00.000Z,34,23,6,42,10,16,159
ObjectId(63e4bbd04e31320bce166e8a),Île-de-France,2020-09-15T00:00:00.000Z,32,22,8,66,9.875,17,87
ObjectId(63e4bbd04e31320bce166e8b),Île-de-France,2020-09-16T00:00:00.000Z,27,18,18,79,10,10,146
ObjectId(63e4bbd04e31320bce166e8c),Île-de-France,2020-09-17T00:00:00.000Z,28,17,16,68,10,6,15
ObjectId(63e4bbd04e31320bce166e8d),Île-de-France,2020-09-18T00:00:00.000Z,28,21,15,69,9.875,57,69
ObjectId(63e4bbd04e31320bce166e8e),Île-de-France,2020-09-19T00:00:00.000Z,28,19,6,80,9.75,25,55
ObjectId(63e4bbd04e31320bce166e8f),Île-de-France,2020-09-20T00:00:00.000Z,29,18,8,54,9.75,18,154
ObjectId(63e4bbd04e31320bce166e90),Île-de-France,2020-09-21T00:00:00.000Z,26,17,7,65,10,20,21
ObjectId(63e4bbd04e31320bce166e91),Île-de-France,2020-09-22T00:00:00.000Z,23,17,20,78,9.875,56,24
ObjectId(63e4bbd04e31320bce166e92),Île-de-France,2020-09-23T00:00:00.000Z,18,14,25,68,9.375,57,105
ObjectId(63e4bbd04e31320bce166e93),Île-de-France,2020-09-24T00:00:00.000Z,13,11,32,70,9.625,78,71
ObjectId(63e4bbd04e31320bce166e94),Île-de-France,2020-09-25T00:00:00.000Z,14,10,24,66,10,71,70
ObjectId(63e4bbd04e31320bce166e95),Île-de-France,2020-09-26T00:00:00.000Z,16,11,35,81,8.125,94,3
ObjectId(63e4bbd04e31320bce166e96),Île-de-France,2020-09-27T00:00:00.000Z,15,14,18,87,9.5,81,28
ObjectId(63e4bbd04e31320bce166e97),Île-de-France,2020-09-28T00:00:00.000Z,17,14,10,89,7,86,59
ObjectId(63e4bbd04e31320bce166e98),Île-de-France,2020-09-29T00:00:00.000Z,19,15,13,82,9.75,65,123
ObjectId(63e4bbd04e31320bce166e99),Bourgogne-Franche-Comté,2020-09-30T00:00:00.000Z,14.5,10,20.5,91.5,8.0625,57.5,156
ObjectId(63e4bbd04e31320bce166e9a),Bourgogne-Franche-Comté,2020-10-01T00:00:00.000Z,14,11,13.5,96,4.8125,90.5,6
ObjectId(63e4bbd04e31320bce166e9b),Bourgogne-Franche-Comté,2020-10-02T00:00:00.000Z,13,7.5,33.5,96.5,6.8125,93,23
ObjectId(63e4bbd04e31320bce166e9c),Bourgogne-Franche-Comté,2020-10-03T00:00:00.000Z,12.5,8,28.5,89.5,9,71.5,26
ObjectId(63e4bbd04e31320bce166e9d),Bourgogne-Franche-Comté,2020-10-04T00:00:00.000Z,11,8,25.5,89.5,9.1875,88.5,153
ObjectId(63e4bbd04e31320bce166e9e),Bourgogne-Franche-Comté,2020-10-05T00:00:00.000Z,13,10,28,92.5,6.9375,86,100
ObjectId(63e4bbd04e31320bce166e9f),Bourgogne-Franche-Comté,2020-10-06T00:00:00.000Z,14,9,18.5,95.5,8.75,76,16
ObjectId(63e4bbd04e31320bce166ea0),Bourgogne-Franche-Comté,2020-10-07T00:00:00.000Z,16.5,8.5,15,95,6.625,59,8
ObjectId(63e4bbd04e31320bce166ea1),Bourgogne-Franche-Comté,2020-10-08T00:00:00.000Z,17.5,10,11,94.5,6.5,31.5,157
ObjectId(63e4bbd04e31320bce166ea2),Bourgogne-Franche-Comté,2020-10-09T00:00:00.000Z,13,10.5,11,94.5,7.9375,75.5,149
ObjectId(63e4bbd04e31320bce166ea3),Bourgogne-Franche-Comté,2020-10-10T00:00:00.000Z,8.5,5,7,92,7.5,78,81
ObjectId(63e4bbd04e31320bce166ea4),Bourgogne-Franche-Comté,2020-10-11T00:00:00.000Z,10.5,4,8,96.5,6.125,65,125
ObjectId(63e4bbd04e31320bce166ea5),Bourgogne-Franche-Comté,2020-10-12T00:00:00.000Z,10.5,3.5,6.5,91,8.625,76,166
ObjectId(63e4bbd04e31320bce166ea6),Bourgogne-Franche-Comté,2020-10-13T00:00:00.000Z,11.5,6.5,18.5,96,7.25,57.5,75
ObjectId(63e4bbd04e31320bce166ea7),Bourgogne-Franche-Comté,2020-10-14T00:00:00.000Z,9,4.5,16.5,94,7.625,83.5,10
ObjectId(63e4bbd04e31320bce166ea8),Bourgogne-Franche-Comté,2020-10-15T00:00:00.000Z,11.5,7,14.5,93,7.5,84.5,14
ObjectId(63e4bbd04e31320bce166ea9),Bourgogne-Franche-Comté,2020-10-16T00:00:00.000Z,11,4.5,11,96,6.375,62,85
ObjectId(63e4bbd04e31320bce166eaa),Bourgogne-Franche-Comté,2020-10-17T00:00:00.000Z,11,3,9,89.5,10,41,132
ObjectId(63e4bbd04e31320bce166eab),Bourgogne-Franche-Comté,2020-10-18T00:00:00.000Z,13,3.5,7.5,88.5,10,21.5,195
ObjectId(63e4bbd04e31320bce166eac),Bourgogne-Franche-Comté,2020-10-19T00:00:00.000Z,16,9,21.5,80,10,31,142
ObjectId(63e4bbd04e31320bce166ead),Bourgogne-Franche-Comté,2020-10-20T00:00:00.000Z,19,13.5,29,63,10,25.5,189
ObjectId(63e4bbd04e31320bce166eae),Bourgogne-Franche-Comté,2020-10-21T00:00:00.000Z,19,13,19.5,75,10,52.5,142
ObjectId(63e4bbd04e31320bce166eaf),Bourgogne-Franche-Comté,2020-10-22T00:00:00.000Z,15.5,13,16.5,96,6.875,88,54
ObjectId(63e4bbd04e31320bce166eb0),Bourgogne-Franche-Comté,2020-10-23T00:00:00.000Z,15.5,10,14.5,96,8.375,53.5,153
ObjectId(63e4bbd04e31320bce166eb1),Bourgogne-Franche-Comté,2020-10-24T00:00:00.000Z,16.5,9,23.5,85,9.125,42,142
ObjectId(63e4bbd04e31320bce166eb2),Bourgogne-Franche-Comté,2020-10-25T00:00:00.000Z,11.5,8.5,16,95.5,8.25,79,189
ObjectId(63e4bbd04e31320bce166eb3),Bourgogne-Franche-Comté,2020-10-26T00:00:00.000Z,11,7,19.5,94,8.625,74.5,3
ObjectId(63e4bbd04e31320bce166eb4),Bourgogne-Franche-Comté,2020-10-27T00:00:00.000Z,13.5,10,21,93.5,8.9375,85,83
ObjectId(63e4bbd04e31320bce166eb5),Bourgogne-Franche-Comté,2020-10-28T00:00:00.000Z,11.5,10,18.5,94,8.875,96.5,187
ObjectId(63e4bbd04e31320bce166eb6),Bourgogne-Franche-Comté,2020-10-29T00:00:00.000Z,15.5,10.5,9,94,9,52.5,19
ObjectId(63e4bbd04e31320bce166eb7),Bourgogne-Franche-Comté,2020-10-30T00:00:00.000Z,16,7.5,9,95,7.8125,32.5,15
ObjectId(63e4bbd04e31320bce166eb8),Bretagne,2020-09-30T00:00:00.000Z,15,11,25,89,9.625,60,142
ObjectId(63e4bbd04e31320bce166eb9),Bretagne,2020-10-01T00:00:00.000Z,14,8,31,88,9.375,65,190
ObjectId(63e4bbd04e31320bce166eba),Bretagne,2020-10-02T00:00:00.000Z,11,8,18,94,6.5,71,44
ObjectId(63e4bbd04e31320bce166ebb),Bretagne,2020-10-03T00:00:00.000Z,15,8,28,96,8.375,75,111
ObjectId(63e4bbd04e31320bce166ebc),Bretagne,2020-10-04T00:00:00.000Z,14,12,30,89,7.875,96,79
ObjectId(63e4bbd04e31320bce166ebd),Bretagne,2020-10-05T00:00:00.000Z,15,12,27,86,9.625,81,84
ObjectId(63e4bbd04e31320bce166ebe),Bretagne,2020-10-06T00:00:00.000Z,16,11,18,90,10,66,58
ObjectId(63e4bbd04e31320bce166ebf),Bretagne,2020-10-07T00:00:00.000Z,18,14,28,85,10,91,59
ObjectId(63e4bbd04e31320bce166ec0),Bretagne,2020-10-08T00:00:00.000Z,16,13,17,96,9.25,73,112
ObjectId(63e4bbd04e31320bce166ec1),Bretagne,2020-10-09T00:00:00.000Z,14,8,19,89,9.875,59,100
ObjectId(63e4bbd04e31320bce166ec2),Bretagne,2020-10-10T00:00:00.000Z,14,9,20,91,9.75,75,18
ObjectId(63e4bbd04e31320bce166ec3),Bretagne,2020-10-11T00:00:00.000Z,12,7,18,92,9.375,60,104
ObjectId(63e4bbd04e31320bce166ec4),Bretagne,2020-10-12T00:00:00.000Z,13,9,26,89,8.25,81,111
ObjectId(63e4bbd04e31320bce166ec5),Bretagne,2020-10-13T00:00:00.000Z,13,5,18,92,9.875,55,152
ObjectId(63e4bbd04e31320bce166ec6),Bretagne,2020-10-14T00:00:00.000Z,13,7,21,88,10,51,72
ObjectId(63e4bbd04e31320bce166ec7),Bretagne,2020-10-15T00:00:00.000Z,14,6,11,93,10,34,142
ObjectId(63e4bbd04e31320bce166ec8),Bretagne,2020-10-16T00:00:00.000Z,14,8,10,78,10,34,39
